[2025-11-10 21:16:07] [INFO    ] discord.client: logging in using static token
[2025-11-10 21:16:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'bot1437455786392420372', 'primary_guild': None, 'mfa_enabled': True, 'id': '1437455786392420372', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '8925', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': 'f03b529a533f5f6ca079e7de797ecdae', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1436227692667076771'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['india', 'dubai', 'singapore', 'hongkong', 'saudi-arabia'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1437455786392420372', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-4l7g",{"micros":123639,"calls":["id_created",{"micros":579,"calls":[]},"session_lookup_time",{"micros":207,"calls":[]},"session_lookup_finished",{"micros":9,"calls":[]},"discord-sessions-prd-2-17",{"micros":122536,"calls":["start_session",{"micros":97790,"calls":["discord-api-rpc-6f9fbfb89-h68mr",{"micros":39591,"calls":["get_user",{"micros":6064},"get_guilds",{"micros":4243},"send_scheduled_deletion_message",{"micros":16},"guild_join_requests",{"micros":3},"authorized_ip_coro",{"micros":14},"pending_payments",{"micros":47852},"apex_experiments",{"micros":2604},"user_activities",{"micros":7},"played_application_ids",{"micros":4},"linked_users",{"micros":3}]}]},"starting_guild_connect",{"micros":35,"calls":[]},"presence_started",{"micros":16615,"calls":[]},"guilds_started",{"micros":99,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":7973,"calls":[]},"connect_finished",{"micros":7980,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-11-10 21:16:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:09] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: f03b529a533f5f6ca079e7de797ecdae).
[2025-11-10 21:16:09] [DEBUG   ] discord.client: Dispatching event connect
[2025-11-10 21:16:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'emojis': [], 'lazy': True, 'members': [{'user': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8925', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'application_id': None, 'system_channel_flags': 0, 'verification_level': 0, 'banner': None, 'incidents_data': None, 'member_count': 2, 'profile': None, 'premium_tier': 0, 'max_stage_video_channel_users': 50, 'home_header': None, 'safety_alerts_channel_id': None, 'channels': [{'version': 1762493766130, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text channels', 'id': '1436227694219104316', 'flags': 0}, {'version': 1762493766137, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice channels', 'id': '1436227694219104317', 'flags': 0}, {'version': 1762504204638, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1436227694219104316', 'name': 'general', 'last_message_id': '1437464911234994198', 'id': '1436227694219104318', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1762493766164, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1436227694219104317', 'name': 'General', 'last_message_id': None, 'id': '1436227694219104319', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1762506905563, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1436227694219104316', 'name': 'commands', 'last_message_id': '1436291386591809567', 'id': '1436282805016330311', 'flags': 0}], 'premium_progress_bar_enabled': False, 'id': '1436227692667076771', 'roles': [{'version': 1762493766115, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1436227692667076771', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1762788268195, 'unicode_emoji': None, 'tags': {'bot_id': '1437455786392420372'}, 'position': 2, 'permissions': '563276639759424', 'name': 'Bot', 'mentionable': False, 'managed': True, 'id': '1437457251785773190', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1762788268669, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Gamer', 'mentionable': False, 'managed': False, 'id': '1437462889748238550', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15277667}, 'color': 15277667}], 'max_members': 25000000, 'vanity_url_code': None, 'name': 'Test Server', 'public_updates_channel_id': None, 'mfa_level': 0, 'stage_instances': [], 'moderator_reporting': None, 'threads': [], 'region': 'deprecated', 'hub_type': None, 'icon': None, 'description': None, 'stickers': [], 'splash': None, 'nsfw': False, 'afk_channel_id': None, 'activity_instances': [], 'default_message_notifications': 0, 'max_video_channel_users': 25, 'soundboard_sounds': [], 'presences': [], 'afk_timeout': 300, 'explicit_content_filter': 0, 'nsfw_level': 0, 'owner_id': '700204199841103943', 'inventory_settings': None, 'embedded_activities': [], 'premium_features': None, 'owner_configured_content_level': 0, 'rules_channel_id': None, 'application_command_counts': {}, 'unavailable': False, 'guild_scheduled_events': [], 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'large': False, 'version': 1762505478401, 'preferred_locale': 'en-US', 'discovery_splash': None, 'system_channel_id': '1436227694219104318', 'premium_subscription_count': 0, 'latest_onboarding_question_id': None, 'voice_states': [], 'features': []}}
[2025-11-10 21:16:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'bebc61e1821234652e021072392b92d1', 'members': [{'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8925', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1436227692667076771', 'chunk_index': 0, 'chunk_count': 1}}
[2025-11-10 21:16:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:09] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1436227692667076771.
[2025-11-10 21:16:11] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-10 21:16:11] [DEBUG   ] discord.client: Dispatching event ready
[2025-11-10 21:16:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:20.273000+00:00', 'pinned': False, 'nonce': '1437468425629728768', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468428695765263', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!assign', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:16:20] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 with None has returned 204
[2025-11-10 21:16:20] [DEBUG   ] discord.http: PUT /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-11-10 21:16:20] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 has received 
[2025-11-10 21:16:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:21.165000+00:00', 'pinned': False, 'nonce': '3489004027634750995', 'mentions': [{'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468432437088256', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@700204199841103943> is now assigned to Gamer', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:20] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"<@700204199841103943> is now assigned to Gamer","components":[],"nonce":"3489004027634750995","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:16:20] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-11-10 21:16:20] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': '<@700204199841103943> is now assigned to Gamer', 'mentions': [{'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:46:21.165000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468432437088256', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3489004027634750995'}
[2025-11-10 21:16:20] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:16:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 6, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789584, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:24] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:16:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:16:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:26.309000+00:00', 'pinned': False, 'nonce': '1437468451248537600', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468454012850368', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!remove', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:16:26] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 with None has returned 204
[2025-11-10 21:16:26] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-11-10 21:16:26] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1436227692667076771/members/700204199841103943/roles/1437462889748238550 has received 
[2025-11-10 21:16:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 8, 'op': 0, 'd': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'guild_id': '1436227692667076771', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event member_update
[2025-11-10 21:16:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"content":"<@700204199841103943> has had the Gamer removed","components":[],"nonce":"4630099978135400455","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:16:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': '<@700204199841103943> has had the Gamer removed', 'mentions': [{'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-10T15:46:27.119000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468457409974292', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4630099978135400455'}
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:16:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:27.119000+00:00', 'pinned': False, 'nonce': '4630099978135400455', 'mentions': [{'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468457409974292', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@700204199841103943> has had the Gamer removed', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:26] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '700204199841103943', 'timestamp': 1762789589, 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1436227694219104318', 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:29] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-10 21:16:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-10 21:16:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:46:35.684000+00:00', 'pinned': False, 'nonce': '1437468490364616704', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468493334319166', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!dm hello', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:16:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:16:35] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:16:35] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:16:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/users/@me/channels with {"recipient_id":700204199841103943} has returned 200
[2025-11-10 21:16:36] [DEBUG   ] discord.http: POST /users/@me/channels has found its initial rate limit bucket hash (3f1ecb90c49938368145d0f8794b2707).
[2025-11-10 21:16:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/users/@me/channels has received {'id': '1437468495309832242', 'type': 1, 'last_message_id': None, 'flags': 0, 'recipients': [{'id': '700204199841103943', 'username': 'tejaskumar', 'avatar': 'e4e163071f61f2205360ade06b4cfaef', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Tejas Kumar', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]}
